"Stock Symbol","Date","Open Price","Close Price","Current Price","Price Change Rate","Price Change","High Price","Low Price","Volume"
"074430",,"1247","N/A","1209","-3.97","50","1247","1203","881150"
"036120",,"2340","N/A","2350","-0.42","10","2390","2340","131968"
"352820",,"180100","N/A","176100","-1.4","2500","180700","175500","83682"
"076610",,"1200","N/A","1184","-1.09","13","1209","1183","20400"
"018700",,"1262","N/A","1236","-1.75","22","1262","1220","133317"
"138070",,"2605","N/A","2530","-2.13","55","2700","2520","359135"
"040610",,"1585","N/A","1552","-1.08","17","1585","1551","34831"
"086890",,"6410","N/A","6430","-0.77","50","6520","6410","34946"
"258830",,"412","N/A","412","0.0","0","412","412","0"
"006730",,"6170","N/A","6120","-0.16","10","6290","6110","96018"
"003220",,"14750","N/A","14670","-0.47","70","14800","14600","88662"
"472230",,"2085","N/A","2080","-0.48","10","2100","2080","26743"
"056190",,"24150","N/A","22400","-9.31","2300","24450","22250","385217"
"005880",,"1880","N/A","1861","-1.01","19","1898","1861","1631143"
"001040",,"112600","N/A","108900","-3.29","3700","113200","108500","79251"
"062860",,"5800","N/A","5800","0.0","0","5800","5800","0"
"048550",,"1720","N/A","1698","-1.16","20","1720","1691","161333"
"073110",,"6650","N/A","6450","0.0","0","6650","6350","10280"
"321370",,"2300","N/A","2260","-1.74","40","2340","2250","122414"
"002310",,"8280","N/A","8280","0.0","0","8280","8170","86467"
"005820",,"15520","N/A","15800","1.8","280","15990","15520","554"
"002795",,"9590","N/A","9560","0.31","30","9710","9500","4262"
"001465",,"12760","N/A","12890","0.62","80","13000","12760","3052"
"036570",,"201500","N/A","196000","-1.9","3800","202500","195000","109533"
"200670",,"32700","N/A","34000","3.34","1100","34050","32700","150395"
"417840",,"9270","N/A","9170","-2.03","190","9680","9150","55444"
"059210",,"3895","N/A","3915","1.16","45","3970","3840","117783"
"00279K",,"19280","N/A","19490","1.14","220","19520","19230","3092"
"223310",,"2250","N/A","2220","-1.33","30","2280","2200","42787"
"057030",,"3545","N/A","3695","3.5","125","3725","3545","334564"
"017800",,"44000","N/A","43900","0.8","350","44300","43600","51566"
"041910",,"6740","N/A","6770","-0.15","10","6840","6730","22173"
"001470",,"518","N/A","516","-0.39","2","525","514","1701462"
"004980",,"8030","N/A","8030","0.0","0","8060","7980","26937"
"021080",,"2350","N/A","2525","6.54","155","2880","2350","4928936"
"003650",,"97700","N/A","95000","-2.76","2700","98500","94800","2417"
"178920",,"20750","N/A","20400","0.0","0","21100","20200","95546"
"002320",,"19180","N/A","19150","0.52","100","19280","19020","22730"
"000140",,"9300","N/A","9270","-0.11","10","9340","9250","14437"
"025440",,"224","N/A","208","-7.14","16","225","203","1219087"
"024110",,"14050","N/A","14080","0.79","110","14120","14010","621142"
"002787",,"10810","N/A","11000","1.76","190","11000","10810","30"
"424140",,"2165","N/A","2165","0.0","0","2165","2165","0"
"002785",,"4235","N/A","4110","-2.95","125","4235","4110","2670"
"108675",,"23650","N/A","23600","1.29","300","23650","23300","553"
"270520",,"1065","N/A","1012","-4.35","46","1094","1009","1303209"
"005810",,"26750","N/A","26750","0.75","200","26850","26000","16816"
"108670",,"42100","N/A","42150","-0.94","400","43150","42100","14914"
"036580",,"2240","N/A","2200","-2.22","50","2240","2150","90834"
"035250",,"16850","N/A","16640","0.97","160","17300","16610","1439152"
"290550",,"9210","N/A","9210","0.0","0","9380","9060","78972"
"050860",,"2170","N/A","2185","1.39","30","2210","2160","74885"
"313760",,"7700","N/A","7770","-0.89","70","8030","7200","146156"
"039610",,"11820","N/A","11690","-1.52","180","12030","11590","311285"
"138490",,"6050","N/A","6020","0.0","0","6080","5990","24218"
"298040",,"376000","N/A","373000","0.0","0","380000","363500","69861"
"041920",,"4990","N/A","4900","-1.51","75","5050","4890","31089"
"002790",,"24600","N/A","24600","1.03","250","24800","24350","222716"
"001460",,"33100","N/A","33000","0.46","150","33100","32000","1292"
"250930",,"581","N/A","586","0.86","5","586","575","45335"
"004970",,"9460","N/A","9460","0.0","0","9480","9390","7531"
"024120",,"3715","N/A","3735","0.4","15","3780","3705","5722"
"301300",,"4650","N/A","4530","-2.58","120","4695","4520","15567"
"213500",,"9470","N/A","9490","1.17","110","9540","9420","30015"
"100700",,"2895","N/A","2880","-0.17","5","2965","2850","151021"
"000157",,"80600","N/A","83300","3.22","2600","83800","80600","1367"
"048530",,"6080","N/A","5960","-1.65","100","6110","5920","32406"
"000155",,"81500","N/A","84300","3.18","2600","89700","81500","34447"
"445090",,"28200","N/A","27650","0.91","250","28200","27150","44840"
"067290",,"1691","N/A","1692","0.06","1","1704","1680","139233"
"290560",,"6820","N/A","6520","-3.55","240","6840","6490","25060"
"077970",,"19850","N/A","19450","-1.32","260","19860","19200","239636"
"406760",,"2070","N/A","2070","-0.24","5","2090","2065","63841"
"162120",,"3700","N/A","3640","1.96","70","3700","3550","7965"
"417860",,"10270","N/A","10350","0.29","30","10850","10270","7511"
"00499K",,"31400","N/A","31400","-0.16","50","31450","31200","103"
"456190",,"16800","N/A","16800","0.0","0","16800","16800","0"
"298050",,"276500","N/A","272500","-1.45","4000","280500","272000","12672"
"032190",,"11160","N/A","11060","-0.63","70","11210","11020","30807"
"003670",,"255500","N/A","246500","-2.57","6500","260000","245500","266593"
"114090",,"11480","N/A","11230","-1.4","160","11550","11210","133595"
"005850",,"35100","N/A","34700","0.0","0","35100","34000","70659"
"451760",,"10500","N/A","10300","-2.46","260","10620","10120","168043"
"000145",,"11400","N/A","11210","-1.84","210","11400","11210","162"
"067280",,"30300","N/A","30650","0.16","50","30650","30300","1305"
"044180",,"466","N/A","469","0.64","3","482","466","63158"
"099750",,"17470","N/A","17500","0.11","20","17600","17220","11427"
"096240",,"15780","N/A","15750","-0.13","20","15830","15710","6191"
"005830",,"113600","N/A","113300","1.16","1300","114000","112300","48562"
"069460",,"1096","N/A","1086","-2.16","24","1113","1085","153915"
"004985",,"11450","N/A","11460","0.0","0","11500","11380","211"
"014790",,"2470","N/A","2455","-0.61","15","2490","2435","18985"
"011280",,"2245","N/A","2230","-0.67","15","2265","2225","27874"
"278470",,"270000","N/A","272500","0.18","500","273500","268000","70936"
"036560",,"31250","N/A","29200","-6.56","2050","31250","28300","1908864"
"077500",,"4850","N/A","4910","1.24","60","4920","4850","16956"
"187870",,"14120","N/A","13640","-3.4","480","14550","13620","5545"
"462870",,"57100","N/A","58700","-2.33","1400","59900","56100","555961"
"037400",,"1364","N/A","1348","-1.39","19","1372","1347","33362"
"121600",,"95800","N/A","93400","-2.1","2000","98300","92700","75564"
"033050",,"944","N/A","942","0.43","4","944","930","15075"
"017810",,"11040","N/A","10760","-1.28","140","11230","10690","185963"
"086450",,"17550","N/A","17670","1.44","250","17840","17400","192064"
"298060",,"2230","N/A","2175","-3.12","70","2255","2170","30620"
"004990",,"24300","N/A","24350","0.21","50","24600","24250","76850"
"271830",,"2300","N/A","2310","-0.22","5","2325","2290","50627"
"001000",,"1057","N/A","1070","1.23","13","1071","1051","66869"
"000150",,"174100","N/A","182900","5.05","8800","184100","174100","126708"
"176750",,"14880","N/A","15400","5.84","850","15400","14700","54229"
"061970",,"4060","N/A","4065","0.12","5","4185","4055","80304"
"214870",,"6920","N/A","6920","0.0","0","6920","6920","0"
"320000",,"3700","N/A","3165","-11.96","430","3700","3165","550025"
"318160",,"3120","N/A","3155","0.64","20","3200","3105","45274"
"323990",,"14060","N/A","13910","-0.07","10","14080","13900","94892"
"038390",,"15900","N/A","15880","-0.13","20","16000","15700","4286"
"447690",,"3795","N/A","3700","11.78","390","3795","2815","953"
"092230",,"56700","N/A","56800","0.71","400","56800","56500","455"
"37550L",,"21150","N/A","21300","0.71","150","21400","21100","2394"
"111870",,"8910","N/A","8910","0.0","0","8910","8910","0"
"039240",,"2820","N/A","2845","-0.87","25","2960","2820","26199"
"263800",,"4590","N/A","4540","-1.41","65","4675","4475","122135"
"384470",,"8450","N/A","8280","-0.6","50","8590","8210","25301"
"051360",,"18720","N/A","18640","-1.11","210","19130","18610","101642"
"052690",,"66300","N/A","65400","-0.46","300","66700","65000","48297"
"425420",,"17980","N/A","17800","0.91","160","17980","17420","12988"
"200230",,"575","N/A","578","-0.52","3","585","575","98450"
"225530",,"4365","N/A","4335","-0.69","30","4400","4310","13313"
"469480",,"2190","N/A","2195","0.23","5","2205","2155","1769"
"451700",,"1999","N/A","1998","-0.05","1","1999","1990","12276"
"008500",,"14280","N/A","14050","-1.61","230","14280","13440","3412"
"009830",,"23500","N/A","23050","-2.95","700","23600","23000","1762248"
"004140",,"2635","N/A","2520","-4.36","115","2650","2520","574209"
"394280",,"12890","N/A","12890","1.1","140","13240","12820","113114"
"375500",,"29300","N/A","29350","0.17","50","30200","29150","374760"
"016590",,"5730","N/A","5720","0.35","20","5780","5720","5822"
"092220",,"955","N/A","945","-1.05","10","966","940","634890"
"037070",,"6140","N/A","6060","-2.26","140","6230","6060","22971"
"108230",,"5500","N/A","5450","0.0","0","5540","5420","37116"
"015260",,"720","N/A","717","0.28","2","730","712","19691"
"310210",,"108000","N/A","108600","0.65","700","110900","106700","207720"
"081580",,"4835","N/A","4745","0.96","45","4855","4680","118738"
"310200",,"2940","N/A","2900","-0.85","25","3125","2900","1153151"
"192400",,"22850","N/A","23500","3.07","700","23600","22800","11691"
"003280",,"2095","N/A","2085","-0.71","15","2130","2080","3378793"
"123840",,"268","N/A","244","-5.43","14","269","233","4416285"
"147830",,"6600","N/A","6460","-2.12","140","6650","6410","169833"
"37550K",,"16120","N/A","16210","0.56","90","16440","16120","4475"
"008970",,"879","N/A","872","-0.8","7","889","871","862457"
"280360",,"151700","N/A","142600","-5.19","7800","152500","142300","15367"
"396470",,"9850","N/A","9640","-1.63","160","10270","9610","180822"
"065510",,"9440","N/A","9250","-1.39","130","9450","9110","37845"
"036190",,"27850","N/A","28100","0.9","250","28250","27750","5713"
"286940",,"23200","N/A","22650","-1.95","450","23300","22500","75307"
"236200",,"25300","N/A","25200","-0.2","50","25500","25000","21223"
"052670",,"2080","N/A","2080","0.0","0","2080","2080","0"
"122990",,"6210","N/A","6170","-0.48","30","6210","6160","16114"
"096610",,"2965","N/A","2965","0.0","0","2965","2965","0"
"222040",,"3000","N/A","2935","-1.18","35","3000","2935","7850"
"204610",,"1288","N/A","1322","2.64","34","1338","1280","341130"
"226400",,"5670","N/A","6100","6.83","390","6230","5530","973654"
"005490",,"371500","N/A","367000","-1.21","4500","375000","366500","248704"
"189690",,"2335","N/A","2345","0.64","15","2350","2310","22216"
"006345",,"4015","N/A","3975","-1.0","40","4050","3960","18870"
"043710",,"686","N/A","660","-3.79","26","686","659","77218"
"065500",,"1272","N/A","1215","-1.54","19","1272","1211","65065"
"131030",,"7050","N/A","6990","-2.51","180","7320","6870","210040"
"217910",,"448","N/A","448","-0.22","1","448","448","1"
"006340",,"2950","N/A","2910","-0.85","25","2980","2905","800103"
"473950",,"2050","N/A","2065","0.0","0","2065","2050","16437"
"066830",,"1395","N/A","1395","-0.29","4","1395","1395","1"
"005010",,"4145","N/A","4165","-0.36","15","4200","4140","140707"
"214420",,"9250","N/A","8700","-5.54","510","9280","8700","401590"
"071320",,"44900","N/A","44250","-1.12","500","45000","44100","5473"
"180400",,"2750","N/A","2795","-0.36","10","2860","2740","1325919"
"110990",,"15660","N/A","14250","-10.71","1710","15660","14120","612168"
"009835",,"20650","N/A","20400","-1.21","250","20650","19860","7239"
"033920",,"5790","N/A","5730","-0.17","10","5800","5660","56786"
"294570",,"14530","N/A","14420","-0.21","30","14560","14410","5009"
"018310",,"25400","N/A","25000","-1.96","500","25500","24600","39189"
"204620",,"3520","N/A","3585","0.99","35","3640","3520","149228"
"118000",,"360","N/A","352","-2.22","8","361","352","119768"
"010820",,"2835","N/A","2825","-0.18","5","2865","2805","264471"
"028100",,"12150","N/A","12510","2.79","340","14450","12150","645057"
"060280",,"7390","N/A","7360","0.55","40","7550","7330","80291"
"004150",,"2345","N/A","2345","0.0","0","2355","2325","37060"
"007660",,"38100","N/A","36300","-3.33","1250","38350","36300","951245"
"214430",,"32550","N/A","33100","1.69","550","34350","32550","46908"
"096630",,"807","N/A","795","-1.49","12","814","790","301299"
"001067",,"56000","N/A","59700","6.61","3700","59700","56000","99"
"036170",,"907","N/A","904","0.0","0","909","898","23548"
"015230",,"5040","N/A","5060","0.4","20","5120","5020","31739"
"053980",,"3865","N/A","3835","-0.78","30","3865","3765","47046"
"478390",,"2040","N/A","2045","-0.73","15","2055","2035","22015"
"388870",,"9600","N/A","9920","3.55","340","10240","9600","202147"
"106080",,"6300","N/A","6290","5.18","310","7170","5920","3992590"
"361390",,"13100","N/A","12940","-2.19","290","13350","12910","6221"
"039200",,"38550","N/A","39800","2.18","850","40000","38150","684158"
"017890",,"9260","N/A","9310","0.54","50","9380","9250","11159"
"402340",,"84600","N/A","84500","0.48","400","85800","83000","162258"
"900070",,"440","N/A","439","-1.13","5","448","437","26269"
"311960",,"3000","N/A","3100","4.03","120","3425","2800","4121"
"225570",,"15400","N/A","15190","-0.72","110","16310","15100","1538569"
"204630",,"4650","N/A","4650","0.0","0","4650","4650","0"
"083310",,"10310","N/A","10360","-0.1","10","10550","10310","46409"
"138080",,"10500","N/A","10460","-0.38","40","10640","10270","19965"
"273640",,"11720","N/A","11870","0.42","50","11990","11720","27777"
"083790",,"2545","N/A","2480","-2.94","75","2550","2365","261675"
"123410",,"5750","N/A","5500","-4.18","240","5800","5460","506301"
"007610",,"3000","N/A","3000","0.0","0","3000","3000","0"
"102950",,"3875","N/A","3490","3.41","115","3875","3260","10759"
"004100",,"3040","N/A","2990","-2.92","90","3110","2985","350707"
"005430",,"52900","N/A","52100","-1.33","700","53300","52000","4881"
"438700",,"4050","N/A","3855","-3.62","145","4050","3850","62296"
"041510",,"67400","N/A","65300","-3.12","2100","67800","65100","85569"
"001070",,"6100","N/A","6040","-0.17","10","6100","5990","670"
"190650",,"5770","N/A","5740","-0.35","20","5790","5720","3975"
"086820",,"14700","N/A","14690","1.24","180","14920","14560","7824"
"199480",,"10110","N/A","10110","-2.41","250","10580","9850","1692971"
"404990",,"3795","N/A","3725","-0.13","5","3835","3670","85631"
"217950",,"34300","N/A","35250","3.83","1300","35900","33500","3615"
"097950",,"287500","N/A","280500","-2.26","6500","287500","280000","65915"
"090080",,"1014","N/A","1018","0.3","3","1020","1008","25044"
"181710",,"16640","N/A","16580","0.3","50","16640","16490","32938"
"100790",,"4905","N/A","5100","3.03","150","5220","4905","172899"
"036180",,"577","N/A","577","0.0","0","577","577","0"
"037030",,"2550","N/A","2515","-1.57","40","2550","2515","15824"
"069080",,"17330","N/A","17070","-0.81","140","17520","17010","43511"
"360070",,"40500","N/A","39400","-2.84","1150","41000","39300","30716"
"123890",,"2965","N/A","2955","0.0","0","2965","2945","103930"
"097955",,"134600","N/A","133900","-0.52","700","135000","133900","2230"
"084650",,"3195","N/A","3075","-4.5","145","3265","3075","3581638"
"289170",,"4900","N/A","4495","5.15","220","4900","4235","1952"
"049480",,"2250","N/A","2255","0.0","0","2285","2250","215332"
"005420",,"25000","N/A","23850","-5.36","1350","25100","23650","207879"
"008930",,"32600","N/A","32900","1.7","550","33250","32050","120148"
"001065",,"30250","N/A","30300","0.66","200","30300","29800","119"
"060260",,"1195","N/A","1170","-2.09","25","1215","1170","95248"
"041520",,"5810","N/A","5750","-1.54","90","5970","5710","8696"
"458320",,"2185","N/A","2205","1.85","40","2210","2145","52086"
"002390",,"13290","N/A","13360","0.0","0","13420","13270","16034"
"001060",,"27700","N/A","27900","0.36","100","27950","27650","45872"
"065950",,"2300","N/A","2310","0.0","0","2340","2295","99815"
"003240",,"646000","N/A","653000","1.08","7000","655000","642000","516"
"214450",,"213500","N/A","212000","-0.24","500","217500","209500","86668"
"016100",,"2920","N/A","2915","-1.19","35","2995","2865","21586"
"051780",,"151","N/A","150","0.0","0","153","148","437810"
"114920",,"2795","N/A","2795","0.0","0","2795","2795","1"
"016580",,"13370","N/A","13570","1.5","200","13610","13360","23150"
"205500",,"1114","N/A","1125","0.99","11","1129","1068","156052"
"268280",,"130500","N/A","131600","0.0","0","131600","130500","305"
"226440",,"1530","N/A","1530","0.0","0","1530","1530","0"
